Building ID,Building Name,Location,Description,Date,Energy Consumption (kWh),Occupancy (People),Carbon Emissions (kg CO2),HVAC Usage (Hours),Renewable Energy Contribution (%),Water Usage (Gallons),Outdoor Temperature (°F),Latitude,Longitude
1,Building A,New York,Prime office space with modern amenities.,2023-12-12,498.48,91,174.47,8.0,54.3,483.04,84,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-13,632.02,114,221.21,11.0,46.87,614.75,73,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-14,609.44,112,213.3,11.0,48.18,516.33,65,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-15,534.7,97,187.15,11.0,53.61,437.17,49,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-16,361.55,0,126.54,0.0,49.17,0.0,57,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-17,305.26,0,106.84,0.0,48.38,0.0,73,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-18,557.57,100,195.15,10.0,48.64,547.18,43,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-19,710.99,90,248.85,9.0,48.01,430.64,41,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-20,488.85,104,171.1,10.0,45.51,496.98,78,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-21,697.98,89,244.29,8.0,49.89,488.22,42,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-22,538.09,106,188.33,11.0,47.38,554.19,75,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-23,340.96,0,119.34,0.0,51.32,0.0,74,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-24,365.15,0,127.8,0.0,45.9,0.0,63,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-25,556.99,87,194.95,8.0,50.91,450.45,35,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-26,483.98,100,169.39,8.0,51.45,467.44,88,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-27,645.83,95,226.04,11.0,46.38,459.9,98,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-28,507.23,116,177.53,11.0,47.58,598.56,45,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-29,676.13,102,236.65,10.0,47.42,468.5,78,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-30,417.2,0,146.02,0.0,54.0,0.0,40,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2023-12-31,336.82,0,117.89,0.0,48.49,0.0,100,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-01,695.31,115,243.36,11.0,51.42,527.18,67,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-02,518.79,115,181.58,10.0,45.09,529.17,76,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-03,639.24,80,223.73,8.0,50.49,415.35,54,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-04,636.47,88,222.76,10.0,47.37,424.64,38,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-05,659.16,105,230.71,11.0,51.58,532.17,35,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-06,301.49,0,105.52,0.0,48.68,0.0,59,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-07,323.13,0,113.1,0.0,54.73,0.0,67,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-08,694.09,105,242.93,11.0,50.03,533.07,40,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-09,598.2,87,209.37,10.0,47.81,393.62,59,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-10,634.91,87,222.22,11.0,54.54,471.09,42,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-11,568.84,80,199.09,11.0,49.28,437.33,78,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-12,711.27,114,248.94,9.0,48.85,610.03,65,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-13,333.64,0,116.77,0.0,46.69,0.0,88,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-14,422.81,0,147.98,0.0,51.96,0.0,76,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-15,503.32,104,176.16,11.0,46.4,521.91,50,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-16,690.57,109,241.7,10.0,52.02,529.68,77,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-17,550.46,112,192.66,11.0,53.67,606.28,75,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-18,602.72,100,210.95,11.0,51.5,520.2,56,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-19,670.99,115,234.85,9.0,48.76,528.31,64,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-20,371.27,0,129.95,0.0,45.36,0.0,39,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-21,366.14,0,128.15,0.0,47.87,0.0,51,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-22,487.32,81,170.56,11.0,48.6,374.79,98,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-23,605.34,110,211.87,8.0,51.23,504.39,61,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-24,492.4,101,172.34,10.0,51.37,527.84,50,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-25,714.2,100,249.97,9.0,52.95,477.08,89,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-26,585.35,83,204.87,8.0,54.63,442.89,78,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-27,388.22,0,135.88,0.0,49.09,0.0,64,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-28,310.53,0,108.68,0.0,47.5,0.0,58,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-29,651.5,106,228.03,9.0,54.55,555.22,71,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-30,613.04,104,214.57,9.0,47.48,505.02,37,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-01-31,661.88,80,231.66,8.0,45.46,363.26,59,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-01,685.31,108,239.86,9.0,45.98,539.09,34,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-02,593.63,86,207.77,9.0,48.99,439.96,70,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-03,379.45,0,132.81,0.0,45.45,0.0,81,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-04,378.12,0,132.34,0.0,50.03,0.0,64,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-05,638.09,86,223.33,8.0,51.42,389.28,38,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-06,620.59,117,217.21,10.0,48.88,601.76,57,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-07,589.98,101,206.49,11.0,48.86,551.58,70,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-08,697.28,87,244.05,8.0,46.01,393.09,57,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-09,502.67,107,175.93,8.0,48.19,571.9,93,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-10,291.35,0,101.97,0.0,53.14,0.0,80,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-11,305.02,0,106.76,0.0,51.97,0.0,88,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-12,690.59,109,241.71,11.0,47.82,509.84,48,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-13,660.15,112,231.05,11.0,49.13,545.67,63,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-14,666.34,93,233.22,11.0,53.58,458.4,47,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-15,660.21,110,231.07,8.0,54.03,550.58,61,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-16,678.35,92,237.42,11.0,48.89,415.0,98,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-17,418.38,0,146.43,0.0,45.91,0.0,63,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-18,424.81,0,148.68,0.0,54.51,0.0,84,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-19,631.64,97,221.07,9.0,48.29,501.73,81,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-20,660.57,111,231.2,11.0,45.91,554.38,76,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-21,493.81,101,172.83,9.0,53.88,489.94,58,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-22,508.1,85,177.83,11.0,51.18,391.1,47,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-23,500.19,108,175.06,8.0,53.22,562.27,95,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-24,299.71,0,104.9,0.0,45.85,0.0,93,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-25,341.89,0,119.66,0.0,48.71,0.0,41,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-26,707.34,119,247.57,11.0,48.76,545.44,36,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-27,666.52,102,233.28,9.0,54.06,470.34,44,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-28,598.23,80,209.38,9.0,45.56,369.51,49,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-02-29,508.21,105,177.87,10.0,50.83,573.53,50,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-01,569.97,91,199.49,11.0,47.24,497.15,84,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-02,289.75,0,101.41,0.0,54.7,0.0,38,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-03,416.32,0,145.71,0.0,50.28,0.0,79,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-04,497.71,102,174.2,11.0,50.23,523.2,78,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-05,646.98,98,226.44,10.0,50.84,529.31,89,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-06,490.91,91,171.82,11.0,53.9,450.96,97,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-07,628.83,91,220.09,8.0,49.64,441.66,62,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-08,620.08,83,217.03,11.0,54.86,431.45,100,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-09,365.2,0,127.82,0.0,48.1,0.0,31,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-10,386.6,0,135.31,0.0,46.63,0.0,44,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-11,677.41,117,237.09,10.0,51.13,575.43,98,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-12,703.85,114,246.35,8.0,45.26,555.92,64,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-13,674.53,119,236.09,8.0,50.94,580.83,73,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-14,712.78,113,249.47,11.0,49.69,555.37,44,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-15,545.62,82,190.97,11.0,53.13,450.98,67,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-16,431.52,0,151.03,0.0,50.55,0.0,85,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-17,424.05,0,148.42,0.0,53.5,0.0,50,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-18,588.13,85,205.85,11.0,51.06,401.93,88,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-19,641.21,104,224.42,9.0,46.14,537.84,30,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-20,604.87,110,211.71,10.0,53.52,555.71,63,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-21,614.63,115,215.12,9.0,46.34,520.81,94,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-22,661.23,104,231.43,10.0,47.13,482.18,52,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-23,290.09,0,101.53,0.0,48.51,0.0,94,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-24,344.48,0,120.57,0.0,49.37,0.0,43,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-25,563.58,100,197.25,11.0,48.97,512.21,68,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-26,686.97,117,240.44,8.0,54.27,584.08,94,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-27,541.98,98,189.69,11.0,49.93,473.22,55,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-28,632.02,89,221.21,8.0,46.29,411.9,49,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-29,516.46,85,180.76,10.0,46.82,411.88,77,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-30,417.14,0,146.0,0.0,49.74,0.0,50,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-03-31,312.81,0,109.48,0.0,46.92,0.0,99,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-01,520.54,91,182.19,8.0,45.89,420.48,97,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-02,590.59,88,206.71,9.0,50.03,456.75,30,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-03,489.43,111,171.3,10.0,45.82,596.47,71,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-04,701.01,82,245.35,9.0,53.06,430.36,92,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-05,524.29,88,183.5,9.0,49.85,450.41,32,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-06,341.12,0,119.39,0.0,49.63,0.0,44,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-07,293.28,0,102.65,0.0,47.52,0.0,76,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-08,694.85,200,243.2,10.0,46.07,494.74,69,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-09,607.83,89,212.74,9.0,48.77,402.29,60,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-10,557.3,88,195.05,9.0,46.2,474.37,37,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-11,622.46,107,217.86,11.0,49.98,490.8,60,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-12,608.91,103,213.12,10.0,49.32,476.64,40,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-13,328.86,0,115.1,0.0,48.63,0.0,40,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-14,370.19,0,129.57,0.0,48.56,0.0,92,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-15,625.39,89,218.89,8.0,46.53,422.39,38,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-16,518.56,87,181.5,9.0,46.73,469.52,98,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-17,499.26,100,174.74,9.0,54.82,461.2,46,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-18,575.49,118,201.42,11.0,53.17,561.43,46,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-19,521.01,106,182.35,11.0,50.57,537.59,90,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-20,328.32,0,114.91,0.0,52.69,0.0,100,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-21,334.61,0,117.11,0.0,49.25,0.0,51,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-22,538.18,84,188.36,10.0,47.89,426.82,63,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-23,517.05,99,180.97,10.0,45.52,478.82,97,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-24,512.26,82,179.29,11.0,48.22,435.41,84,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-25,541.11,107,189.39,11.0,50.96,531.96,57,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-26,578.84,93,202.59,11.0,53.31,508.25,99,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-27,305.9,0,107.06,0.0,52.31,0.0,55,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-28,314.1,0,109.93,0.0,45.66,0.0,69,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-29,617.87,113,216.26,8.0,52.95,531.28,81,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-04-30,519.28,86,181.75,11.0,51.65,431.98,77,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-01,566.12,115,198.14,9.0,53.17,568.0,86,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-02,570.47,98,199.66,9.0,52.48,490.27,96,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-03,535.73,115,187.51,9.0,50.44,621.74,87,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-04,377.89,0,132.26,0.0,46.17,0.0,45,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-05,378.39,0,132.44,0.0,48.35,0.0,61,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-06,670.57,104,234.7,10.0,53.94,550.01,58,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-07,516.4,92,180.74,8.0,52.44,417.08,38,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-08,616.77,110,215.87,11.0,48.42,585.34,73,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-09,506.55,113,177.29,8.0,48.97,598.59,32,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-10,515.98,89,180.59,10.0,52.2,457.56,100,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-11,387.93,0,135.78,0.0,50.43,0.0,59,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-12,337.78,0,118.22,0.0,46.82,0.0,58,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-13,620.01,96,217.0,9.0,54.47,446.72,30,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-14,620.7,100,217.24,10.0,45.18,537.21,39,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-15,703.71,102,246.3,10.0,54.22,531.14,37,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-16,516.61,103,180.81,10.0,49.24,539.35,59,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-17,704.25,117,246.49,9.0,46.13,641.73,38,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-18,408.8,0,143.08,0.0,46.25,0.0,34,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-19,413.27,0,144.64,0.0,50.19,0.0,72,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-20,575.76,82,201.52,9.0,53.03,369.38,39,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-21,560.04,95,196.01,10.0,54.2,460.4,95,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-22,563.27,109,197.14,9.0,47.25,539.82,60,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-23,513.81,87,179.83,9.0,49.19,471.09,65,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-24,566.97,103,198.44,10.0,45.13,531.84,92,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-25,313.64,0,109.77,0.0,54.61,0.0,57,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-26,347.71,0,121.7,0.0,45.85,0.0,99,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-27,600.53,103,210.18,8.0,52.5,485.12,46,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-28,695.53,88,243.44,8.0,45.37,437.54,90,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-29,615.56,82,215.45,11.0,49.53,412.0,61,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-30,585.78,96,205.02,10.0,46.55,449.47,90,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-05-31,686.83,117,240.39,9.0,47.71,601.85,82,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-01,346.86,0,121.4,0.0,45.25,0.0,54,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-02,391.1,0,136.89,0.0,51.59,0.0,42,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-03,533.27,89,186.65,10.0,45.2,409.77,42,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-04,671.98,87,235.19,10.0,47.38,400.15,85,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-05,538.36,108,188.43,11.0,53.3,528.9,75,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-06,640.34,88,224.12,9.0,53.96,397.14,84,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-07,500.52,88,175.18,8.0,46.81,447.31,82,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-08,348.69,0,122.04,0.0,53.93,0.0,89,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-09,337.22,0,118.03,0.0,47.59,0.0,36,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-10,621.67,90,217.58,10.0,49.09,454.68,42,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-11,584.67,91,204.63,11.0,52.64,422.25,37,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-12,688.43,99,240.95,11.0,53.0,487.6,81,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-13,485.39,90,169.89,10.0,51.33,428.21,73,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-14,513.45,113,179.71,11.0,50.26,527.9,43,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-15,327.21,0,114.52,0.0,45.18,0.0,61,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-16,304.96,0,106.73,0.0,50.77,0.0,54,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-17,613.0,106,214.55,11.0,47.06,478.17,54,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-18,512.85,116,179.5,11.0,50.97,591.66,98,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-19,639.61,87,223.86,11.0,49.19,424.83,87,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-20,604.54,81,211.59,8.0,52.38,371.21,47,40.7128,-74.006
1,Building A,New York,Prime office space with modern amenities.,2024-06-21,624.76,89,218.66,9.0,47.89,432.15,84,40.7128,-74.006
